Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month Number,Month Name,Year
Government,USA,Montana,None,$410.00,$7.00,$31.28,"$12,824.80",$0.00,"$12,824.80","$9,062.90","$3,761.90",08/03/2015,8,August,2015
Midmarket,France,Carretera,None,$707.00,$7.00,$42.93,"$30,351.51",$0.00,"$30,351.51","$19,533.90","$10,817.61",01/17/2015,1,January,2015
Small Business,Germany,Carretera,None,$84.00,$7.00,$81.43,"$6,840.12",$0.00,"$6,840.12","$4,504.53","$2,335.59",10/14/2016,10,October,2016
Small Business,USA,Paseo,None,$162.00,$3.00,$76.41,"$12,378.42",$0.00,"$12,378.42","$10,306.58","$2,071.84",12/06/2017,12,December,2017
Midmarket,Canada,Montana,None,$357.00,$5.00,$93.29,"$33,304.53",$0.00,"$33,304.53","$22,599.05","$10,705.48",04/04/2018,4,April,2018
Enterprise,USA,Carretera,None,$960.00,$5.00,$15.28,"$14,668.80",$0.00,"$14,668.80","$10,777.32","$3,891.48",06/21/2018,6,June,2018
Midmarket,Canada,Montana,None,$102.00,$5.00,$11.04,"$1,126.08",$0.00,"$1,126.08",$726.89,$399.19,01/08/2016,1,January,2016
Small Business,Mexico,Montana,None,$908.00,$7.00,$72.92,"$66,211.36",$0.00,"$66,211.36","$53,192.81","$13,018.55",04/27/2018,4,April,2018
Midmarket,Canada,Paseo,None,$130.00,$3.00,$35.14,"$4,568.20",$0.00,"$4,568.20","$3,738.98",$829.22,06/20/2014,6,June,2014
Enterprise,Canada,Carretera,None,$665.00,$7.00,$40.07,"$26,646.55",$0.00,"$26,646.55","$18,879.29","$7,767.26",07/22/2018,7,July,2018
Midmarket,Canada,Carretera,None,$883.00,$5.00,$59.21,"$52,282.43",$0.00,"$52,282.43","$43,678.00","$8,604.43",06/03/2014,6,June,2014
Enterprise,France,Montana,None,$418.00,$7.00,$19.22,"$8,033.96",$0.00,"$8,033.96","$5,398.60","$2,635.36",11/08/2016,11,November,2016
Enterprise,Canada,Montana,None,$291.00,$7.00,$67.84,"$19,741.44",$0.00,"$19,741.44","$15,942.62","$3,798.82",04/13/2016,4,April,2016
Midmarket,Germany,Paseo,None,$80.00,$5.00,$39.26,"$3,140.80",$0.00,"$3,140.80","$2,572.28",$568.52,12/19/2014,12,December,2014
Midmarket,Germany,Paseo,None,$878.00,$7.00,$66.94,"$58,773.32",$0.00,"$58,773.32","$52,343.36","$6,429.96",07/15/2018,7,July,2018
Government,USA,Paseo,None,$753.00,$7.00,$85.06,"$64,050.18",$0.00,"$64,050.18","$42,894.18","$21,156.00",10/23/2016,10,October,2016
Small Business,France,Paseo,None,$918.00,$3.00,$25.40,"$23,317.20",$0.00,"$23,317.20","$14,645.84","$8,671.36",02/07/2016,2,February,2016
Enterprise,USA,Paseo,None,$410.00,$7.00,$93.78,"$38,449.80",$0.00,"$38,449.80","$26,103.98","$12,345.82",06/03/2014,6,June,2014
Government,Germany,Paseo,None,$282.00,$3.00,$57.76,"$16,288.32",$0.00,"$16,288.32","$10,373.36","$5,914.96",05/19/2016,5,May,2016
Midmarket,Germany,Montana,None,$659.00,$5.00,$93.06,"$61,326.54",$0.00,"$61,326.54","$39,917.95","$21,408.59",02/26/2018,2,February,2018
Small Business,Mexico,Paseo,None,$83.00,$3.00,$28.70,"$2,382.10",$0.00,"$2,382.10","$1,668.03",$714.07,09/10/2016,9,September,2016
Government,Canada,Montana,None,$292.00,$7.00,$64.41,"$18,807.72",$0.00,"$18,807.72","$13,620.50","$5,187.22",07/28/2014,7,July,2014
Enterprise,Germany,Montana,None,$108.00,$5.00,$46.35,"$5,005.80",$0.00,"$5,005.80","$4,360.64",$645.16,03/27/2018,3,March,2018
Government,USA,Carretera,None,$820.00,$7.00,$79.68,"$65,337.60",$0.00,"$65,337.60","$43,036.88","$22,300.72",07/16/2017,7,July,2017
Enterprise,USA,Montana,None,$578.00,$7.00,$64.53,"$37,298.34",$0.00,"$37,298.34","$33,252.50","$4,045.84",11/14/2014,11,November,2014
Midmarket,Canada,Montana,None,$127.00,$3.00,$54.51,"$6,922.77",$0.00,"$6,922.77","$5,836.21","$1,086.56",11/08/2017,11,November,2017
Small Business,Canada,Paseo,None,$767.00,$7.00,$92.17,"$70,694.39",$0.00,"$70,694.39","$61,111.16","$9,583.23",06/11/2016,6,June,2016
Small Business,Mexico,Montana,None,$351.00,$3.00,$43.94,"$15,422.94",$0.00,"$15,422.94","$13,554.19","$1,868.75",07/19/2018,7,July,2018
Small Business,France,Paseo,None,$727.00,$5.00,$29.80,"$21,664.60",$0.00,"$21,664.60","$17,894.36","$3,770.24",04/02/2016,4,April,2016
Midmarket,USA,Paseo,None,$852.00,$5.00,$64.73,"$55,149.96",$0.00,"$55,149.96","$46,140.33","$9,009.63",10/05/2018,10,October,2018
Enterprise,Canada,Paseo,None,$946.00,$7.00,$66.16,"$62,587.36",$0.00,"$62,587.36","$45,772.98","$16,814.38",08/11/2015,8,August,2015
Midmarket,USA,Carretera,None,$161.00,$3.00,$49.52,"$7,972.72",$0.00,"$7,972.72","$6,004.54","$1,968.18",08/07/2016,8,August,2016
Small Business,Canada,Paseo,None,$462.00,$7.00,$53.79,"$24,850.98",$0.00,"$24,850.98","$21,862.54","$2,988.44",07/08/2016,7,July,2016
Midmarket,Germany,Montana,None,$949.00,$7.00,$96.36,"$91,445.64",$0.00,"$91,445.64","$65,244.34","$26,201.30",07/17/2016,7,July,2016
Midmarket,USA,Paseo,None,$366.00,$7.00,$75.94,"$27,794.04",$0.00,"$27,794.04","$17,026.19","$10,767.85",10/12/2014,10,October,2014
Midmarket,Germany,Paseo,None,$914.00,$7.00,$19.95,"$18,234.30",$0.00,"$18,234.30","$15,113.07","$3,121.23",08/18/2018,8,August,2018
Enterprise,USA,Paseo,None,$194.00,$3.00,$29.09,"$5,643.46",$0.00,"$5,643.46","$4,356.45","$1,287.01",01/07/2018,1,January,2018
Government,France,Carretera,None,$717.00,$7.00,$97.80,"$70,122.60",$0.00,"$70,122.60","$59,215.93","$10,906.67",06/09/2018,6,June,2018
Government,Mexico,Montana,None,$739.00,$5.00,$75.38,"$55,705.82",$0.00,"$55,705.82","$34,686.09","$21,019.73",02/19/2014,2,February,2014
Midmarket,Germany,Carretera,None,$907.00,$3.00,$92.35,"$83,761.45",$0.00,"$83,761.45","$65,867.46","$17,893.99",01/14/2018,1,January,2018
Government,Canada,Montana,None,$697.00,$7.00,$37.35,"$26,032.95",$0.00,"$26,032.95","$17,554.32","$8,478.63",12/24/2016,12,December,2016
Government,France,Carretera,None,$979.00,$3.00,$76.77,"$75,157.83",$0.00,"$75,157.83","$65,461.01","$9,696.82",10/26/2017,10,October,2017
Midmarket,USA,Montana,None,$876.00,$7.00,$74.26,"$65,051.76",$0.00,"$65,051.76","$41,176.01","$23,875.75",07/19/2015,7,July,2015
Midmarket,Germany,Carretera,None,$67.00,$5.00,$36.52,"$2,446.84",$0.00,"$2,446.84","$2,086.96",$359.88,06/20/2018,6,June,2018
Small Business,USA,Paseo,None,$400.00,$5.00,$59.57,"$23,828.00",$0.00,"$23,828.00","$14,929.82","$8,898.18",05/18/2014,5,May,2014
Government,USA,Carretera,None,$204.00,$5.00,$66.47,"$13,559.88",$0.00,"$13,559.88","$8,238.02","$5,321.86",05/25/2014,5,May,2014
Enterprise,USA,Carretera,None,$833.00,$3.00,$53.30,"$44,398.90",$0.00,"$44,398.90","$29,770.25","$14,628.65",09/15/2018,9,September,2018
Midmarket,Mexico,Paseo,None,$555.00,$5.00,$84.45,"$46,869.75",$0.00,"$46,869.75","$32,804.76","$14,064.99",09/21/2017,9,September,2017
Small Business,Mexico,Paseo,None,$827.00,$7.00,$84.96,"$70,261.92",$0.00,"$70,261.92","$55,363.49","$14,898.43",12/21/2018,12,December,2018
Enterprise,Canada,Montana,None,$409.00,$7.00,$86.55,"$35,398.95",$0.00,"$35,398.95","$22,638.24","$12,760.71",12/04/2014,12,December,2014
Government,Germany,Montana,None,$381.00,$7.00,$82.31,"$31,360.11",$0.00,"$31,360.11","$22,930.48","$8,429.63",06/13/2015,6,June,2015
Small Business,France,Montana,None,$967.00,$3.00,$53.93,"$52,150.31",$0.00,"$52,150.31","$34,485.91","$17,664.40",03/05/2017,3,March,2017
Midmarket,France,Carretera,None,$577.00,$3.00,$44.33,"$25,578.41",$0.00,"$25,578.41","$21,910.24","$3,668.17",07/12/2018,7,July,2018
Enterprise,France,Montana,None,$61.00,$5.00,$84.82,"$5,174.02",$0.00,"$5,174.02","$3,174.21","$1,999.81",04/17/2015,4,April,2015
Midmarket,USA,Carretera,None,$124.00,$3.00,$54.12,"$6,710.88",$0.00,"$6,710.88","$4,743.12","$1,967.76",05/10/2018,5,May,2018
Government,Mexico,Carretera,None,$261.00,$7.00,$32.17,"$8,396.37",$0.00,"$8,396.37","$6,628.20","$1,768.17",07/26/2017,7,July,2017
Enterprise,Germany,Montana,None,$740.00,$7.00,$55.66,"$41,188.40",$0.00,"$41,188.40","$35,995.63","$5,192.77",12/12/2014,12,December,2014
Government,USA,Montana,None,$690.00,$7.00,$22.77,"$15,711.30",$0.00,"$15,711.30","$13,517.97","$2,193.33",07/06/2017,7,July,2017
Government,Mexico,Carretera,None,$332.00,$3.00,$72.25,"$23,987.00",$0.00,"$23,987.00","$20,834.09","$3,152.91",10/27/2016,10,October,2016
Small Business,Mexico,Paseo,None,$244.00,$7.00,$40.23,"$9,816.12",$0.00,"$9,816.12","$6,074.76","$3,741.36",08/20/2018,8,August,2018
Midmarket,Germany,Paseo,None,$829.00,$5.00,$33.46,"$27,738.34",$0.00,"$27,738.34","$23,640.75","$4,097.59",01/28/2015,1,January,2015
Enterprise,Germany,Carretera,None,$79.00,$3.00,$96.09,"$7,591.11",$0.00,"$7,591.11","$6,330.79","$1,260.32",05/20/2015,5,May,2015
Government,Germany,Montana,None,$58.00,$7.00,$79.92,"$4,635.36",$0.00,"$4,635.36","$4,036.14",$599.22,12/12/2017,12,December,2017
Government,USA,Carretera,None,$358.00,$7.00,$80.84,"$28,940.72",$0.00,"$28,940.72","$20,069.60","$8,871.12",09/13/2017,9,September,2017
Enterprise,Canada,Carretera,None,$494.00,$3.00,$66.13,"$32,668.22",$0.00,"$32,668.22","$28,536.65","$4,131.57",07/21/2017,7,July,2017
Government,Germany,Montana,None,$359.00,$3.00,$85.53,"$30,705.27",$0.00,"$30,705.27","$22,132.12","$8,573.15",11/17/2015,11,November,2015
Small Business,Canada,Paseo,None,$726.00,$5.00,$78.32,"$56,860.32",$0.00,"$56,860.32","$44,932.73","$11,927.59",12/20/2014,12,December,2014
Small Business,USA,Carretera,None,$754.00,$3.00,$63.89,"$48,173.06",$0.00,"$48,173.06","$35,034.04","$13,139.02",02/10/2015,2,February,2015
Small Business,Canada,Paseo,None,$475.00,$7.00,$96.50,"$45,837.50",$0.00,"$45,837.50","$33,383.20","$12,454.30",01/19/2014,1,January,2014
Small Business,France,Paseo,None,$866.00,$5.00,$27.24,"$23,589.84",$0.00,"$23,589.84","$18,022.43","$5,567.41",08/05/2017,8,August,2017
Government,Canada,Montana,None,$821.00,$7.00,$94.90,"$77,912.90",$0.00,"$77,912.90","$55,067.12","$22,845.78",09/26/2016,9,September,2016
Enterprise,Germany,Carretera,None,$753.00,$7.00,$46.13,"$34,735.89",$0.00,"$34,735.89","$29,102.46","$5,633.43",10/05/2015,10,October,2015
Enterprise,USA,Carretera,None,$640.00,$7.00,$57.56,"$36,838.40",$0.00,"$36,838.40","$29,105.71","$7,732.69",05/08/2017,5,May,2017
Enterprise,Germany,Paseo,None,$740.00,$3.00,$21.05,"$15,577.00",$0.00,"$15,577.00","$12,569.50","$3,007.50",11/17/2015,11,November,2015
Enterprise,France,Paseo,None,$140.00,$3.00,$58.61,"$8,205.40",$0.00,"$8,205.40","$5,491.96","$2,713.44",06/03/2017,6,June,2017
Midmarket,Germany,Montana,None,$505.00,$7.00,$65.01,"$32,830.05",$0.00,"$32,830.05","$29,247.39","$3,582.66",02/21/2015,2,February,2015
Enterprise,Germany,Paseo,None,$493.00,$3.00,$99.79,"$49,196.47",$0.00,"$49,196.47","$39,261.38","$9,935.09",11/16/2018,11,November,2018
Midmarket,Germany,Montana,None,$776.00,$7.00,$97.77,"$75,869.52",$0.00,"$75,869.52","$50,010.06","$25,859.46",05/27/2015,5,May,2015
Midmarket,Mexico,Carretera,None,$128.00,$3.00,$96.98,"$12,413.44",$0.00,"$12,413.44","$10,242.91","$2,170.53",12/19/2018,12,December,2018
Small Business,France,Montana,None,$524.00,$3.00,$41.35,"$21,667.40",$0.00,"$21,667.40","$14,129.62","$7,537.78",04/06/2014,4,April,2014
Midmarket,Germany,Paseo,None,$976.00,$3.00,$99.21,"$96,828.96",$0.00,"$96,828.96","$59,938.62","$36,890.34",08/10/2015,8,August,2015
Government,Germany,Carretera,None,$152.00,$5.00,$50.99,"$7,750.48",$0.00,"$7,750.48","$5,876.93","$1,873.55",08/16/2014,8,August,2014
Midmarket,Germany,Montana,None,$672.00,$3.00,$86.67,"$58,242.24",$0.00,"$58,242.24","$44,616.89","$13,625.35",05/13/2016,5,May,2016
Small Business,USA,Carretera,None,$505.00,$5.00,$29.47,"$14,882.35",$0.00,"$14,882.35","$9,773.09","$5,109.26",11/03/2018,11,November,2018
Midmarket,Mexico,Montana,None,$363.00,$5.00,$55.52,"$20,153.76",$0.00,"$20,153.76","$14,198.60","$5,955.16",08/22/2015,8,August,2015
Government,USA,Paseo,None,$296.00,$5.00,$96.94,"$28,694.24",$0.00,"$28,694.24","$25,357.98","$3,336.26",06/08/2014,6,June,2014
Government,Mexico,Paseo,None,$283.00,$7.00,$95.23,"$26,950.09",$0.00,"$26,950.09","$18,474.31","$8,475.78",10/20/2017,10,October,2017
Government,Germany,Carretera,None,$643.00,$3.00,$71.54,"$46,000.22",$0.00,"$46,000.22","$29,746.98","$16,253.24",06/08/2014,6,June,2014
Small Business,France,Carretera,None,$693.00,$7.00,$81.80,"$56,687.40",$0.00,"$56,687.40","$50,892.17","$5,795.23",04/07/2015,4,April,2015
Small Business,Canada,Carretera,None,$284.00,$5.00,$25.88,"$7,349.92",$0.00,"$7,349.92","$5,076.53","$2,273.39",10/27/2016,10,October,2016
Enterprise,Canada,Montana,None,$839.00,$3.00,$74.95,"$62,883.05",$0.00,"$62,883.05","$50,562.76","$12,320.29",12/11/2018,12,December,2018
Small Business,Germany,Paseo,None,$436.00,$7.00,$65.62,"$28,610.32",$0.00,"$28,610.32","$19,153.70","$9,456.62",11/20/2017,11,November,2017
Government,USA,Carretera,None,$896.00,$5.00,$18.24,"$16,343.04",$0.00,"$16,343.04","$12,503.02","$3,840.02",03/03/2014,3,March,2014
Government,France,Carretera,None,$660.00,$7.00,$20.18,"$13,318.80",$0.00,"$13,318.80","$9,534.72","$3,784.08",09/21/2015,9,September,2015
Small Business,Mexico,Carretera,None,$992.00,$7.00,$19.76,"$19,601.92",$0.00,"$19,601.92","$17,415.79","$2,186.13",05/21/2015,5,May,2015
Midmarket,Germany,Montana,None,$87.00,$3.00,$75.19,"$6,541.53",$0.00,"$6,541.53","$4,774.28","$1,767.25",10/07/2018,10,October,2018
Small Business,France,Carretera,None,$210.00,$3.00,$22.75,"$4,777.50",$0.00,"$4,777.50","$3,703.77","$1,073.73",10/11/2017,10,October,2017
Small Business,France,Carretera,None,$511.00,$7.00,$52.10,"$26,623.10",$0.00,"$26,623.10","$23,519.64","$3,103.46",04/17/2014,4,April,2014
Government,Mexico,Montana,None,$993.00,$3.00,$42.13,"$41,835.09",$0.00,"$41,835.09","$37,516.47","$4,318.62",06/25/2014,6,June,2014
Enterprise,France,Montana,None,$498.00,$3.00,$59.55,"$29,655.90",$0.00,"$29,655.90","$18,697.97","$10,957.93",04/18/2014,4,April,2014
Government,USA,Carretera,None,$166.00,$7.00,$73.58,"$12,214.28",$0.00,"$12,214.28","$10,385.76","$1,828.52",06/25/2018,6,June,2018
Enterprise,USA,Carretera,None,$290.00,$3.00,$71.63,"$20,772.70",$0.00,"$20,772.70","$14,844.90","$5,927.80",10/09/2018,10,October,2018
Government,USA,Montana,None,$75.00,$3.00,$56.40,"$4,230.00",$0.00,"$4,230.00","$3,292.84",$937.16,08/13/2017,8,August,2017
Small Business,France,Paseo,None,$697.00,$5.00,$51.79,"$36,097.63",$0.00,"$36,097.63","$25,720.08","$10,377.55",08/15/2014,8,August,2014
Government,USA,Montana,None,$611.00,$3.00,$45.80,"$27,983.80",$0.00,"$27,983.80","$20,157.71","$7,826.09",12/19/2014,12,December,2014
Government,Mexico,Paseo,None,$855.00,$5.00,$87.57,"$74,872.35",$0.00,"$74,872.35","$48,491.62","$26,380.73",06/15/2017,6,June,2017
Government,France,Carretera,None,$955.00,$7.00,$39.78,"$37,989.90",$0.00,"$37,989.90","$29,321.74","$8,668.16",01/07/2017,1,January,2017
Small Business,Canada,Carretera,None,$347.00,$5.00,$33.34,"$11,568.98",$0.00,"$11,568.98","$8,838.87","$2,730.11",01/03/2017,1,January,2017
Small Business,France,Paseo,None,$854.00,$7.00,$76.90,"$65,672.60",$0.00,"$65,672.60","$43,134.21","$22,538.39",03/24/2015,3,March,2015
Small Business,Mexico,Montana,None,$203.00,$3.00,$42.38,"$8,603.14",$0.00,"$8,603.14","$6,560.06","$2,043.08",02/08/2017,2,February,2017
Small Business,Canada,Carretera,None,$781.00,$3.00,$86.23,"$67,345.63",$0.00,"$67,345.63","$60,067.63","$7,278.00",01/13/2016,1,January,2016
Enterprise,France,Paseo,None,$701.00,$5.00,$39.51,"$27,696.51",$0.00,"$27,696.51","$22,553.89","$5,142.62",01/16/2018,1,January,2018
Enterprise,USA,Montana,None,$517.00,$7.00,$73.18,"$37,834.06",$0.00,"$37,834.06","$28,159.69","$9,674.37",12/03/2017,12,December,2017
Midmarket,Germany,Paseo,None,$98.00,$3.00,$14.06,"$1,377.88",$0.00,"$1,377.88","$1,205.40",$172.48,12/21/2015,12,December,2015
Small Business,Germany,Montana,None,$703.00,$5.00,$44.70,"$31,424.10",$0.00,"$31,424.10","$24,278.08","$7,146.02",12/23/2016,12,December,2016
Enterprise,USA,Montana,None,$95.00,$5.00,$40.89,"$3,884.55",$0.00,"$3,884.55","$2,488.11","$1,396.44",06/01/2015,6,June,2015
Government,Germany,Montana,None,$724.00,$5.00,$83.50,"$60,454.00",$0.00,"$60,454.00","$46,202.14","$14,251.86",07/03/2015,7,July,2015
Small Business,Germany,Montana,None,$334.00,$3.00,$97.03,"$32,408.02",$0.00,"$32,408.02","$21,204.31","$11,203.71",08/16/2015,8,August,2015
Midmarket,USA,Paseo,None,$829.00,$7.00,$51.48,"$42,676.92",$0.00,"$42,676.92","$35,432.57","$7,244.35",03/01/2015,3,March,2015
Midmarket,USA,Paseo,None,$677.00,$3.00,$84.24,"$57,030.48",$0.00,"$57,030.48","$50,765.81","$6,264.67",01/18/2014,1,January,2014
Midmarket,France,Paseo,None,$131.00,$3.00,$72.97,"$9,559.07",$0.00,"$9,559.07","$6,770.17","$2,788.90",05/14/2018,5,May,2018
Government,France,Paseo,None,$93.00,$7.00,$97.06,"$9,026.58",$0.00,"$9,026.58","$6,593.69","$2,432.89",08/07/2014,8,August,2014
Enterprise,USA,Paseo,None,$755.00,$5.00,$83.00,"$62,665.00",$0.00,"$62,665.00","$45,522.92","$17,142.08",12/23/2016,12,December,2016
Government,Mexico,Montana,None,$819.00,$3.00,$16.97,"$13,898.43",$0.00,"$13,898.43","$9,528.62","$4,369.81",11/03/2014,11,November,2014
Small Business,Germany,Carretera,None,$322.00,$5.00,$74.20,"$23,892.40",$0.00,"$23,892.40","$20,027.90","$3,864.50",11/22/2016,11,November,2016
Midmarket,France,Carretera,None,$443.00,$5.00,$58.19,"$25,778.17",$0.00,"$25,778.17","$20,244.07","$5,534.10",04/16/2017,4,April,2017
Government,Germany,Paseo,None,$835.00,$7.00,$11.48,"$9,585.80",$0.00,"$9,585.80","$5,935.68","$3,650.12",02/06/2016,2,February,2016
Government,Canada,Paseo,None,$839.00,$7.00,$32.62,"$27,368.18",$0.00,"$27,368.18","$23,307.89","$4,060.29",09/18/2014,9,September,2014
Enterprise,USA,Carretera,None,$644.00,$7.00,$92.96,"$59,866.24",$0.00,"$59,866.24","$39,279.82","$20,586.42",12/25/2014,12,December,2014
Enterprise,Mexico,Montana,None,$107.00,$5.00,$93.35,"$9,988.45",$0.00,"$9,988.45","$8,927.13","$1,061.32",09/13/2016,9,September,2016
Midmarket,Canada,Paseo,None,$614.00,$5.00,$81.90,"$50,286.60",$0.00,"$50,286.60","$35,854.29","$14,432.31",03/24/2014,3,March,2014
Government,Canada,Montana,None,$50.00,$3.00,$98.36,"$4,918.00",$0.00,"$4,918.00","$3,860.31","$1,057.69",07/02/2016,7,July,2016
Government,Canada,Carretera,None,$265.00,$5.00,$82.59,"$21,886.35",$0.00,"$21,886.35","$13,642.79","$8,243.56",01/12/2015,1,January,2015
Enterprise,USA,Carretera,None,$366.00,$7.00,$10.92,"$3,996.72",$0.00,"$3,996.72","$2,811.29","$1,185.43",08/04/2018,8,August,2018
Government,France,Paseo,None,$277.00,$7.00,$35.91,"$9,947.07",$0.00,"$9,947.07","$8,362.56","$1,584.51",08/09/2016,8,August,2016
Government,USA,Montana,None,$522.00,$7.00,$12.76,"$6,660.72",$0.00,"$6,660.72","$4,950.00","$1,710.72",03/20/2015,3,March,2015
Government,France,Paseo,None,$533.00,$7.00,$18.47,"$9,844.51",$0.00,"$9,844.51","$8,578.32","$1,266.19",12/23/2015,12,December,2015
Enterprise,Canada,Carretera,None,$815.00,$5.00,$29.70,"$24,205.50",$0.00,"$24,205.50","$18,699.75","$5,505.75",05/05/2015,5,May,2015
Midmarket,Canada,Montana,None,$720.00,$7.00,$55.32,"$39,830.40",$0.00,"$39,830.40","$34,993.86","$4,836.54",04/10/2015,4,April,2015
Small Business,Mexico,Paseo,None,$336.00,$3.00,$86.28,"$28,990.08",$0.00,"$28,990.08","$25,939.83","$3,050.25",07/06/2016,7,July,2016
Midmarket,France,Paseo,None,$560.00,$5.00,$87.58,"$49,044.80",$0.00,"$49,044.80","$36,105.23","$12,939.57",11/01/2014,11,November,2014
Small Business,Canada,Paseo,None,$627.00,$7.00,$65.46,"$41,043.42",$0.00,"$41,043.42","$31,584.84","$9,458.58",07/20/2015,7,July,2015
Government,Germany,Carretera,None,$964.00,$3.00,$93.54,"$90,172.56",$0.00,"$90,172.56","$76,689.62","$13,482.94",11/05/2017,11,November,2017
Midmarket,Mexico,Paseo,None,$870.00,$7.00,$55.01,"$47,858.70",$0.00,"$47,858.70","$31,895.90","$15,962.80",08/06/2015,8,August,2015
Small Business,USA,Montana,None,$507.00,$5.00,$90.01,"$45,635.07",$0.00,"$45,635.07","$39,177.20","$6,457.87",05/22/2014,5,May,2014
Enterprise,Mexico,Paseo,None,$144.00,$5.00,$50.87,"$7,325.28",$0.00,"$7,325.28","$5,695.96","$1,629.32",11/21/2014,11,November,2014
Enterprise,Germany,Carretera,None,$542.00,$3.00,$34.95,"$18,942.90",$0.00,"$18,942.90","$15,488.66","$3,454.24",05/19/2018,5,May,2018
Midmarket,France,Paseo,None,$814.00,$5.00,$92.48,"$75,278.72",$0.00,"$75,278.72","$46,970.62","$28,308.10",08/11/2018,8,August,2018
Midmarket,USA,Carretera,None,$199.00,$3.00,$44.91,"$8,937.09",$0.00,"$8,937.09","$7,416.50","$1,520.59",05/15/2015,5,May,2015
Government,USA,Carretera,None,$72.00,$7.00,$55.31,"$3,982.32",$0.00,"$3,982.32","$2,760.69","$1,221.63",01/02/2015,1,January,2015
Midmarket,France,Montana,None,$805.00,$5.00,$39.60,"$31,878.00",$0.00,"$31,878.00","$26,827.56","$5,050.44",11/15/2018,11,November,2018
Government,Mexico,Montana,None,$264.00,$7.00,$69.66,"$18,390.24",$0.00,"$18,390.24","$13,843.18","$4,547.06",03/07/2015,3,March,2015
Government,Canada,Paseo,None,$448.00,$7.00,$99.55,"$44,598.40",$0.00,"$44,598.40","$30,433.25","$14,165.15",02/17/2017,2,February,2017
Enterprise,Mexico,Carretera,None,$459.00,$5.00,$12.30,"$5,645.70",$0.00,"$5,645.70","$5,001.12",$644.58,12/12/2016,12,December,2016
Enterprise,Germany,Carretera,None,$180.00,$7.00,$90.99,"$16,378.20",$0.00,"$16,378.20","$13,586.02","$2,792.18",10/12/2018,10,October,2018
Small Business,Canada,Montana,None,$904.00,$3.00,$10.35,"$9,356.40",$0.00,"$9,356.40","$8,380.58",$975.82,05/05/2018,5,May,2018
Enterprise,Mexico,Montana,None,$197.00,$3.00,$42.78,"$8,427.66",$0.00,"$8,427.66","$5,978.08","$2,449.58",08/20/2014,8,August,2014
Enterprise,France,Paseo,None,$430.00,$3.00,$25.17,"$10,823.10",$0.00,"$10,823.10","$8,601.83","$2,221.27",09/07/2015,9,September,2015
Midmarket,Germany,Carretera,None,$158.00,$5.00,$78.16,"$12,349.28",$0.00,"$12,349.28","$9,675.37","$2,673.91",09/02/2018,9,September,2018
Enterprise,Germany,Montana,None,$601.00,$7.00,$14.55,"$8,744.55",$0.00,"$8,744.55","$7,050.44","$1,694.11",01/27/2018,1,January,2018
Small Business,Germany,Paseo,None,$170.00,$7.00,$59.81,"$10,167.70",$0.00,"$10,167.70","$6,217.50","$3,950.20",01/13/2017,1,January,2017
Midmarket,Canada,Carretera,None,$344.00,$7.00,$36.54,"$12,569.76",$0.00,"$12,569.76","$8,641.91","$3,927.85",01/24/2015,1,January,2015
